"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CEP135",555.417847201711,1.05190640776979,0.119035820280407,2.87371793175611e-19,2.96117290535234e-18
"USP49",89.4631528498932,-1.18163498608862,0.134297784162342,2.91448654667674e-19,3.00029731771962e-18
"ANKRD16",111.204932058465,-1.47768064885082,0.167316563100918,2.93512329156895e-19,3.01864191498068e-18
"AX748261",55.9900944313455,-1.936452856351,0.220045863956174,3.02741438080866e-19,3.11057394170048e-18
"RP11-498C9.15:ENSG00000263731",151.636491247761,-1.05607868596418,0.118952131385093,3.04390057656627e-19,3.12451729202801e-18
"TMEM160",48.6696902790577,-2.20948269880932,0.252380420779864,3.05189046852934e-19,3.13121916763951e-18
"DNAJB9",1271.01185713118,1.78048730916875,0.20667575695945,3.07103224335965e-19,3.14935091253241e-18
"GIPC1",501.665342694722,-1.13661042842413,0.128006280323627,3.07718601290692e-19,3.15415245407145e-18
"MED15",1378.45798264004,-1.4405021198388,0.162835410902082,3.1281352316389e-19,3.20484332790232e-18
"AX746734",27.7247101778694,-2.60498734500079,0.29919170422948,3.33257292315068e-19,3.40940503398036e-18
"EVA1B",251.037281566684,-2.24398216970579,0.255698978214271,3.34326892982224e-19,3.41871579069084e-18
"RIPK2",424.331794924679,1.02412127379514,0.115380542100733,3.3773329148379e-19,3.45190159102149e-18
"NAT8L",206.115198005905,-4.51327354184845,0.515288531916487,3.41774642611189e-19,3.4915423808797e-18
"PLEKHM2",2242.19758931551,-1.16799850788484,0.131762851660674,3.46868025241325e-19,3.54188774892678e-18
"PFAS",540.3462992394,-1.1401289072721,0.128608706451764,3.52439353594539e-19,3.59706317409132e-18
"SLC31A1",1500.00391401454,1.26219104076812,0.142940266187654,3.52798879635979e-19,3.5990187469005e-18
"LYN",2102.59708741771,1.30321844852279,0.147806905645401,3.56161024761749e-19,3.62813652267993e-18
"BC033739",340.182800803003,-2.32449931561033,0.265122247045536,3.57184215412864e-19,3.63683101612537e-18
"NIPAL2",300.017524228372,1.17752827418299,0.132281381288995,3.6489352459212e-19,3.71003933234483e-18
"APOBR",295.145142927293,-2.36514204231239,0.269939060160536,3.65971645640541e-19,3.71923673827109e-18
"ARID3A",265.907019582495,-1.81171633494869,0.206542298921106,3.74172773290459e-19,3.79897918045212e-18
"DERA",592.280663213379,1.10993895205877,0.125819452283623,3.78597962831916e-19,3.84208813322749e-18
"SRCIN1",18.9013645644222,-3.20860153098472,0.367654440334927,3.82653740272452e-19,3.88140918848058e-18
"TGDS",272.666738050003,1.18876302679389,0.134020927100855,3.85405752854926e-19,3.90562718720549e-18
"MACROD1",98.2690189126402,-2.0881006125321,0.23949900783017,3.91893222602723e-19,3.9694931191135e-18
"PTDSS2",264.49019278847,-1.26655655131641,0.143281831383751,4.00555894927648e-19,4.05532097117821e-18
"MPST",374.062375060234,-1.19161732807207,0.134834368627308,4.07152471380468e-19,4.11627307504603e-18
"PTK6",63.0537482200097,-2.36081504031485,0.270284556427464,4.15259635594838e-19,4.19625637421224e-18
"MIS18BP1",1558.92171715328,1.31562593518893,0.149296724428917,4.16870376177499e-19,4.21054796070327e-18
"TPCN1",2341.66459555365,-1.16341591426628,0.131545506898012,4.21196223347914e-19,4.25223676637581e-18
"TMEM175",368.237440934738,-1.48148528050718,0.168638362762975,4.22201253592248e-19,4.26037639747771e-18
"AL133245.2:ENSG00000272754",84.1883118068879,-1.66515677038762,0.190145904651586,4.27733764133124e-19,4.314173066666e-18
"SPACA6P-AS:ENSG00000269959",31.1175426270522,-3.2804633204213,0.377080324489009,4.31303223374858e-19,4.34812887422076e-18
"LOC653160",76.5788023101466,-1.68218983560038,0.191295218697158,4.32264200277715e-19,4.35576803222955e-18
"COL16A1",4343.11982943123,-2.55421429369922,0.292326200202803,4.45059259932935e-19,4.48048619922151e-18
"CCR2",548.278201296648,2.81412009660211,0.326389018595355,4.52906815075311e-19,4.55093847515666e-18
"SUFU",542.340320185982,-1.1611182046024,0.131887019233113,4.52733343165814e-19,4.55093847515666e-18
"AC092614.2:ENSG00000227542",32.8944249068462,-2.21405796479709,0.253959338660495,4.5401916774448e-19,4.55784207131964e-18
"ZNF469",703.760142370466,-2.5593693842862,0.292912464498295,4.62789693246842e-19,4.6415402411603e-18
"FBXL12",257.217965380255,-1.0170763185414,0.115041110901956,4.6739252070838e-19,4.68551164468789e-18
"SGSH",873.849804966202,-1.41047048042022,0.160205330833387,4.71123088187725e-19,4.72070179949861e-18
"ROBO3",233.126321412012,-1.82278411629018,0.207649022928209,4.72956717567218e-19,4.73686043346644e-18
"ZNF775",65.5153654553813,-1.77519034883155,0.203101928816983,4.748245111995e-19,4.75334598250298e-18
"LMNB1",300.257286363499,2.14343065519749,0.246886809508626,4.82723983105552e-19,4.82791559958063e-18
"WDR81",1460.6577987271,-1.44736402725572,0.164552217216692,4.8752990940078e-19,4.87370734523643e-18
"VWC2",191.905896872332,-2.95064504369505,0.338195977350104,4.91773667528683e-19,4.91253862906286e-18
"UBXN11",731.697431624322,-1.34895362463216,0.153248813112189,4.94290498496615e-19,4.93438670436794e-18
"KCNC4",163.797871014201,-1.78002231233365,0.202332918666822,4.94781306418003e-19,4.9369868437882e-18
"FAM156B",838.797627465091,-1.10543579505563,0.12552224374192,5.00180278101511e-19,4.98853601700777e-18
"IL17RE",92.8560865336507,-2.00783446372922,0.22961396426512,5.07900824678567e-19,5.06082676677626e-18
"PDE4A",519.758946375084,-1.49384916155599,0.170453224779056,5.18342434212273e-19,5.16007124592273e-18
"CD3D",134.360689305646,3.11900172148872,0.373822387983293,5.23070475125215e-19,5.2023060294008e-18
"AK095242",444.12259728218,1.36486117562417,0.15461613261425,5.29863866734364e-19,5.26742683474844e-18
"AX746638",50.6987750343065,-1.84375726098864,0.211601065635526,5.31121430661057e-19,5.27748058570164e-18
"CDR1",1097.3713227884,-13.870020930726,1.54544081942549,5.33462283595104e-19,5.29828411691097e-18
"FDXACB1",105.841100434246,1.25352309553038,0.141156270220409,5.36757072469913e-19,5.3285383669512e-18
"AGAP3",926.086223169717,-1.17398928537644,0.133205650426698,5.49790756079864e-19,5.45287611062458e-18
"CCSAP",755.2154118774,1.23067563126266,0.140274494825685,5.49759764068111e-19,5.45287611062458e-18
"LRP10",3098.19312921056,-1.27520394074763,0.144911380249733,5.50940383169042e-19,5.46175080132381e-18
"TMEM154",398.021142193166,1.9163421192526,0.224171712787353,5.58605634708406e-19,5.53518010573522e-18
"RP11-535M15.1:ENSG00000224848",12.3674930181032,-2.01933476651904,0.231686369134654,5.71731311223312e-19,5.660007941547e-18
"PPM1F",1581.42164710582,-1.37842945576197,0.156927509935032,5.73520253498956e-19,5.67509676511686e-18
"CTSC",3655.74990898957,1.53693807878748,0.176162431504347,5.80225231872075e-19,5.73879436765767e-18
"TPRA1",424.966632549439,-1.08334256699075,0.122613510023627,5.80506283305596e-19,5.73892581646164e-18
"AC013394.2:ENSG00000272888",532.404225059872,1.11826905929629,0.126818373691152,5.89252875304831e-19,5.82270948658757e-18
"HSH2D",207.737101726399,3.26467107448449,0.384182201654342,6.12013826001647e-19,6.04205082113925e-18
"C15orf62",20.318506447808,-4.40549945458456,0.370303532003138,6.1766316769221e-19,6.09501596369573e-18
"CUL7",1014.5228037684,-1.21333906639491,0.137955826198656,6.230271054695e-19,6.14511732698011e-18
"DUSP5",294.551956936332,2.17102723186277,0.250769644348186,6.30345970805592e-19,6.21444581061466e-18
"TMEM134",177.778610244195,-1.3996285526356,0.159728727024325,6.384556338531e-19,6.29150326453954e-18
"MLPH",197.336570444119,-1.94292738654856,0.2226823552821,6.40562671488811e-19,6.30936568842816e-18
"FCGR1B",227.963345271248,2.79356742661243,0.324791781055636,6.58477783130698e-19,6.47986883647394e-18
"HIST1H2BE",134.09295874577,1.87882802620747,0.217734645289687,6.66535892691819e-19,6.55615593761531e-18
"TXNDC5",9484.44672535466,1.9486967658019,0.225274448054557,6.6749591738727e-19,6.56258715475291e-18
"DERL3",507.168327976528,4.60698902952646,0.546064868323928,6.81279157805935e-19,6.69502805559588e-18
"DDR1",259.125280945846,-1.43267307803007,0.163074845804523,6.97291265029192e-19,6.84924091813505e-18
"ZNF107",764.751149658979,1.33606863529115,0.152408239152943,7.02302331350004e-19,6.89530273377217e-18
"CD101",61.7615370495949,1.9370986732776,0.223234985258238,7.03140060382685e-19,6.90036671894784e-18
"AMOTL2",1921.85287615035,-1.71956651284273,0.196990843692715,7.07794255112614e-19,6.9428623660543e-18
"ESCO2",69.1372677857051,2.2575657442136,0.259729925637435,7.11954734673744e-19,6.98047842098004e-18
"NAT14",82.0725490650021,-2.02701373965814,0.233144377133093,7.16295043531508e-19,7.01982243621894e-18
"DOCK6",968.180509978276,-2.15009707933282,0.247195112632416,7.25078485479834e-19,7.09940940122854e-18
"FAM131A",291.499547772977,-1.27449553006212,0.145460737594634,7.27918390492312e-19,7.1239611248501e-18
"XXbac-B135H6.15:ENSG00000237476",19.4323851070631,-2.32333404884035,0.270464749585018,7.47833764547107e-19,7.31552764743867e-18
"CCDC142",385.302294195725,-1.42526183438738,0.162616219413463,7.64791789106752e-19,7.47800292697309e-18
"SGSM3",918.686089727982,-1.20477050142434,0.137405690705852,7.74086036145486e-19,7.55509381270774e-18
"HAAO",133.350893943271,-1.21434864634926,0.138606842533382,7.77825022728077e-19,7.58813095681879e-18
"POGLUT1",513.041856041476,1.07452884061934,0.122453247093536,7.79802685924743e-19,7.60396313349636e-18
"ALK",20.6109489113098,-2.50737192285957,0.289419799043747,7.86278638459881e-19,7.66362440114172e-18
"RUNDC3A",33.655302404223,-2.7426132978484,0.316876160190663,7.88686227062376e-19,7.68359632028541e-18
"HOXC6",143.401204568602,-1.94029198977203,0.223210291356129,8.06889441506736e-19,7.85736547015623e-18
"RAVER1",381.242942197956,-1.82991961209646,0.210289152605502,8.18350877848586e-19,7.96535620568971e-18
"IGHMBP2",444.380099715947,-1.39067409569265,0.159092817191301,8.20945122468388e-19,7.98697994092826e-18
"FBRS",557.906334725648,-1.66489044530126,0.190902460382076,8.35347752217926e-19,8.12341577735336e-18
"AMICA1",640.724896744383,1.94038946393144,0.224833949660358,8.37719173476773e-19,8.14278233339124e-18
"SLC35A5",1149.18140480348,1.11343397454181,0.127054932930407,8.40960484652594e-19,8.17058298620084e-18
"RAB27A",695.935340584403,1.04253797202963,0.119391592088003,8.66569515330608e-19,8.41176830710187e-18
"RNF112",78.100944175657,-2.22060245424783,0.256294708813803,8.67647323206384e-19,8.41841787156289e-18
"SEL1L",6572.7860543852,1.33905411438219,0.153760696813116,8.74137186219383e-19,8.47371429771146e-18
"SNORA81",3844.66922482102,2.78238401389033,0.326128010983914,8.88370783790147e-19,8.60779882865019e-18
"GPR137",190.330652303954,-1.48693997995075,0.170639937414879,9.11430043503205e-19,8.81926867828632e-18
"DEPDC1B",31.5990399147303,2.48462408004431,0.289440654995463,9.15650070722232e-19,8.85610467770288e-18
"ASB16",49.8448279898456,-6.80489372583299,0.782590256026584,9.1938628887162e-19,8.88823018916799e-18
"SNAI3-AS1",101.174595964771,-1.69827967441976,0.1950580536683,9.2374509475689e-19,8.92634292873058e-18
"FCHSD1",588.978718710686,-1.39435311896512,0.159969907940386,9.29474448852483e-19,8.97361525326814e-18
"AMPD2",908.701942593579,-1.30416122288591,0.149173551275647,9.3662957624554e-19,9.0386230111079e-18
"HIP1",2065.74331058974,-1.09820558773016,0.125375840287068,9.51989916049247e-19,9.17858743620491e-18
"GVINP1",1156.42286569338,2.29396009859537,0.267401261687464,9.59975476750604e-19,9.25141834226425e-18
"GSKIP",442.616107758847,1.20054939975978,0.13826907081228,9.62182913982993e-19,9.26852422265056e-18
"COL9A3",74.1797318203181,-3.15551275806249,0.365689294922636,9.71980481673719e-19,9.35869616518995e-18
"IQGAP2",2512.8493879691,1.43130446022857,0.164991431944395,1.00862163559912e-18,9.70713404391378e-18
"XRN1",5169.81317337184,1.07753402211341,0.123318857914095,1.01481236380672e-18,9.76233096654826e-18
"AGTPBP1",1210.23350733689,1.1184064724495,0.128392600956195,1.01804400977592e-18,9.78902524070314e-18
"COL9A2",134.763234229803,-2.43215252081022,0.281472524847182,1.03809300495245e-18,9.9773306615004e-18
"NUDT18",206.605869326385,-1.35158857485823,0.155115038678678,1.08665883300608e-18,1.04254067895341e-17
"KCTD13",127.99646718425,-1.52309936957141,0.175151155422398,1.08725583913371e-18,1.04264672931333e-17
"HIF1A",6692.892825384,1.46212967189746,0.168796974090375,1.08778525820103e-18,1.0426878997774e-17
"PLXNB2",5580.17438943458,-1.60155288550243,0.184328341323474,1.10290034460333e-18,1.05665337024634e-17
"PPP1R35",109.365863294776,-1.44384511220682,0.16658690667858,1.10334075612901e-18,1.05665337024634e-17
"LOC100652758",37.56963071151,-1.3845706888938,0.160645888279082,1.10511277045795e-18,1.05787771367688e-17
"RUNX1-IT1",281.298595140573,2.46445173916424,0.286919522794257,1.1130877364896e-18,1.06503613643668e-17
"LOC100131347",15.0964438598646,-2.18521213878283,0.253787676837891,1.11477607339592e-18,1.06609193404852e-17
"TLE2",264.966303380383,-2.12452826157368,0.245417829965958,1.12786511223411e-18,1.07725191401577e-17
"AF072097",15.8169571455026,-2.63205304697169,0.305878499783288,1.13005829832897e-18,1.07886590236458e-17
"MCTP1",1505.06439860035,1.20762462689022,0.138648281085702,1.13060730278115e-18,1.07890945327286e-17
"MAMDC4",99.4094251245435,-2.17558482274302,0.251644517466091,1.18518666140622e-18,1.13048979590207e-17
"CCBL1",83.0992256316693,-1.1109421648852,0.127135049258803,1.18987223515468e-18,1.13445425338391e-17
"DKFZp451J181",95.1145608899405,1.46880482888119,0.167853482194082,1.23202102748516e-18,1.17411768261847e-17
"MAPKBP1",927.404851735102,-1.24212038442647,0.142595419607613,1.25063924817288e-18,1.19080191053262e-17
"GK",586.15443621488,1.81228211459804,0.210279049946792,1.25902622277714e-18,1.19825528564754e-17
"GGT5",906.40015212815,-2.25127575737113,0.259786465700628,1.26354136679195e-18,1.2009526436564e-17
"LOC100289341",33.4559757474339,-1.61256662765068,0.186942239273984,1.26254623389247e-18,1.2009526436564e-17
"TXK",111.032652688102,1.89397445198586,0.218690316977267,1.26944297138581e-18,1.20602709245178e-17
"FLJ41484",74.3015720086064,-2.26870368526979,0.263025445012389,1.29165933606781e-18,1.22658992246085e-17
"GGN",10.9966028429933,-3.29217540903746,0.387643328951346,1.30962487739528e-18,1.24309964558074e-17
"LINC00482:ENSG00000185168",11.3119938845064,-4.03379117139307,0.471214619905918,1.31865519289934e-18,1.25111716464858e-17
"LONP1",737.871874438601,-1.22430749370856,0.140500499616164,1.3360618552635e-18,1.26707140459569e-17
"USP35",349.007777032645,-1.45620070049411,0.168054162841214,1.34443811821628e-18,1.27445122457893e-17
"TCF25",1614.339955941,-1.02823615762194,0.117810864028608,1.35106031936209e-18,1.28016250331068e-17
"CGNL1",2665.99274181764,-1.89170001663141,0.217629704195042,1.35714315144162e-18,1.28535789504411e-17
"RBBP8",549.363960439189,1.05863692337711,0.121566589826739,1.36431550822703e-18,1.29158013638825e-17
"AK055890",9.76377729335924,-4.12365322906645,0.481108815152123,1.39700580331528e-18,1.32077747606777e-17
"CACNB1",398.636180348043,-2.0286644865301,0.236332227621715,1.39872020860611e-18,1.32181526591953e-17
"POLE2",52.5600896520007,1.52824590917822,0.178065262038664,1.44769076861827e-18,1.36749035891562e-17
"LINC00921",115.970163609229,-1.24434823929167,0.14317427831964,1.48304081771682e-18,1.40026492714205e-17
"FAM66A",39.6091290723387,-2.24446028939394,0.260812719276918,1.48840356447263e-18,1.40470953753157e-17
"CEPT1",953.347010447925,1.3282055685928,0.153169839908356,1.49011987926663e-18,1.4050919213516e-17
"SYT7",210.247522713241,-2.40548183708965,0.279478019404511,1.49006901939583e-18,1.4050919213516e-17
"HOXC4",85.6529280018423,-1.64120358982343,0.18988248860128,1.56853514625895e-18,1.47773247427552e-17
"POU2AF1",371.536707164509,4.56156084795189,0.54704562050612,1.60980878672274e-18,1.51595042732112e-17
"REPIN1",597.778355452159,-1.43595385438869,0.165814782932411,1.61825373348216e-18,1.5232337404358e-17
"PPP6R2",1191.31796584532,-1.14122097443959,0.13257693359314,1.67921899852646e-18,1.57923215425264e-17
"CCBL2",529.047119023739,1.11131007892122,0.127770239166423,1.70492576568622e-18,1.60270499719091e-17
"IL1RN",171.749288666524,3.18054453303461,0.375316572578715,1.73242708041387e-18,1.62784347279748e-17
"HELB",403.563578287363,1.46090414339891,0.169181367828492,1.73541673904172e-18,1.62993807922354e-17
"LOC100499489",81.7160347059292,-1.25611811662121,0.14562383526363,1.77029295545412e-18,1.66123856892505e-17
"CTC-503J8.6:ENSG00000267427",212.858671503372,-1.75528921584194,0.203377655250823,1.77380428977302e-18,1.66380513534814e-17
"PTPRJ",2857.82166346375,1.44374960536125,0.167688788844028,1.79587126504415e-18,1.68376679018772e-17
"AK001533",148.849064159915,-1.17589675811109,0.135134714985447,1.80577343115387e-18,1.69231053563275e-17
"FLCN",1142.29716054929,-1.19635493156083,0.137898055870507,1.80764600081991e-18,1.69332503214917e-17
"STK11IP",421.807875824368,-1.30657535982029,0.150477788570685,1.8199472193468e-18,1.7041034841529e-17
"PSMB9",639.954587783001,1.65977204843525,0.193495437703702,1.84741559624104e-18,1.72906805564341e-17
"AP2A1",1371.38271940438,-1.25379634877538,0.14540909637611,1.89694247069772e-18,1.77387294827505e-17
"CLCN7",1296.06579633315,-1.61172814155316,0.186887443392977,1.92844206794575e-18,1.80254247022596e-17
"GPR171",53.2059157621648,2.61396414690969,0.303885487226026,1.94586819971311e-18,1.81803806122281e-17
"CISD2",580.292125607316,1.12837127769198,0.131164209443277,1.97748648073459e-18,1.84677419353309e-17
"NFIL3",530.589595583372,1.69700103719052,0.198226740861292,1.98852786123825e-18,1.85627690112889e-17
"PLEKHG4",907.702700978568,-1.98039743233151,0.230530351329991,2.02907557076753e-18,1.89330329596258e-17
"TCEA3",644.029496491014,-1.77391407370637,0.205567548903145,2.03838525987614e-18,1.90116237053635e-17
"TLR10",172.995449751337,3.74854968977891,0.449223245063032,2.07286797622186e-18,1.93080310014616e-17
"NR1D1",658.75440018126,-2.81129321312774,0.32864142519285,2.10145275794785e-18,1.95657849526917e-17
"SLC35B1",592.050326805025,1.061802143365,0.122617892037427,2.15718480927742e-18,2.00672491394284e-17
"SLC35E2",1507.35800496973,-1.22889151069551,0.142094307349653,2.2150932813287e-18,2.0570231498578e-17
"BC043400",140.865268068786,-1.23678895415893,0.143306506228002,2.25825317808161e-18,2.09438080336751e-17
"MED26",168.22450469882,-1.22382654149251,0.141725227218196,2.27273905029171e-18,2.10690380903556e-17
"CTD-3051D23.1:ENSG00000258811",7.36552885955167,-3.08377861119672,0.362246980934392,2.28346044849418e-18,2.11592770395918e-17
"SPCS1",952.463981219942,1.18409419519948,0.137691907525871,2.29291151368105e-18,2.12376717686802e-17
"RP11-713P17.3:ENSG00000204241",40.6900625492183,-1.651618711172,0.194856091861947,2.30075926562844e-18,2.13011547905893e-17
"LPXN",862.16600434188,1.40326296842326,0.16340145753083,2.31954937371211e-18,2.14658470322849e-17
"STBD1",277.608197823005,-1.83838710245989,0.213589616638686,2.33563872830961e-18,2.16054142701165e-17
"LOC402470",15.51169771313,-2.87969043465761,0.338121766542092,2.37043984397785e-18,2.19178762622852e-17
"JMJD4",316.885002000392,-1.24968127477978,0.144534329654436,2.40238735405401e-18,2.2194124206655e-17
"AX747140",174.209664813617,-1.62280987512543,0.187086910686922,2.40713400467516e-18,2.22270618287914e-17
"RP11-61J19.4:ENSG00000260805",12.8550921031397,-2.91330788956567,0.344892482854929,2.42944355129764e-18,2.24150941175043e-17
"DHRS3",1006.52222651925,-1.0881249459729,0.125842556535879,2.43150695845562e-18,2.24244787610066e-17
"KRT5",73.790125407975,7.17866470726036,0.657283255166733,2.44226805827745e-18,2.25140349647573e-17
"AKAP17A",1167.38449642201,-1.45907844457282,0.169877578954263,2.4495801082925e-18,2.25717327863427e-17
"PLBD1",1683.37484611873,1.69595962413313,0.19887986626651,2.49761116864138e-18,2.30044263762315e-17
"ZNF324",284.841511116995,-1.16931668422737,0.135317294974039,2.50285972225873e-18,2.30428661628743e-17
"ACADS",292.593445927169,-1.37167266308742,0.158946970003904,2.57798880608488e-18,2.37243598457781e-17
"PPP2R3B",143.909339062567,-1.71467862309368,0.200080194079306,2.59496160435437e-18,2.38703056077799e-17
"ARL4D",383.306291873055,-1.34925400506307,0.156928558808396,2.62883589063709e-18,2.4161166228141e-17
"AIM2",170.927841723812,3.34182078593209,0.403256661047681,2.6378523320349e-18,2.4233642962925e-17
"PARP8",1390.53409377791,1.29768234536838,0.151136676017027,2.68907565607356e-18,2.46936411896421e-17
"LOC100132167",104.118103028959,-1.36133579381192,0.158666012956801,2.72266238724031e-18,2.4991358863264e-17
"OR2A1",12.7767373883715,-3.65405699316407,0.431692760586542,2.75143030006379e-18,2.5244608570748e-17
"FBXL22",32.729876496824,-2.70213716153426,0.317920787594282,2.77380774824775e-18,2.5439033576463e-17
"AK291164",18.1292046013213,-3.10895103055564,0.366132681624783,2.85702075190964e-18,2.61686007588373e-17
"PLK4",108.98323315824,1.72511837008875,0.200827086801576,2.85643720747962e-18,2.61686007588373e-17
"DQ581019",1462.55330044557,-1.54551825963361,0.1801019940756,2.86662007439853e-18,2.62453088656915e-17
"KIF23",111.928589035301,2.02370697936201,0.236493714785209,2.89579636002879e-18,2.65011116073856e-17
"RP11-686O6.2:ENSG00000273456",18.7473627977005,-1.47912353031766,0.174057800920206,2.90641899718142e-18,2.65869732678572e-17
"RAB13",1250.92905805236,-1.40709607692405,0.163828608995932,2.93006515592364e-18,2.67918457708667e-17
"PCNXL3",1209.10551058707,-1.70306237409564,0.198776853681963,2.93439556729234e-18,2.6820000082634e-17
"RTN4RL1",205.300878338828,-2.00127848585712,0.234290110883781,3.16526922439797e-18,2.88686022495837e-17
"TACC2",1335.18539822439,-2.2677954389113,0.266073258569915,3.19136608674006e-18,2.90818662147533e-17
"BMP2K",2924.21171863736,1.40209954698724,0.164006336270881,3.22909046882017e-18,2.94131304794827e-17
"RP11-65J3.14:ENSG00000261334",11.9608639736148,-2.24481927851156,0.266503243752774,3.41223764499337e-18,3.10681773343852e-17
"ARPC3",3218.84366181233,1.19312074891408,0.139226753891107,3.41869924022008e-18,3.11137922784021e-17
"BANF1",455.520468522365,-1.11401215579157,0.129028335198154,3.44870494337638e-18,3.13735539267343e-17
"C12orf4",702.123225821993,1.14291076358551,0.132954221926507,3.45364546846663e-18,3.14051689968796e-17
"FLYWCH2",206.154938701173,-1.42340077265253,0.166129172584503,3.50799955300369e-18,3.18859009412757e-17
"RP11-568N6.1:ENSG00000260101",45.2105763731667,1.8312769163437,0.216410746194297,3.51078795981591e-18,3.18977186700866e-17
"LRRC8B",695.372587574256,1.17508598071904,0.136560952949954,3.56006147132833e-18,3.23104724386832e-17
"ZNF92",482.977031813862,1.34120528174096,0.15715506939452,3.61208738344501e-18,3.27625344432403e-17
"CCDC180",298.556423205482,-1.48896555970533,0.173754581209137,3.62361455730419e-18,3.28531856204318e-17
"LDHD",117.009087276108,-1.9281809098645,0.226123076683612,3.62621659784925e-18,3.28628754087539e-17
"AK310237",16.9292719699312,-7.65031004099224,0.895894095539011,3.65690925797171e-18,3.31270228766305e-17
"LAMP3",116.482614002473,3.5192002531474,0.424930251576306,3.73734481745715e-18,3.37985280474933e-17
"RHPN1",98.7555913078936,-2.16569529658961,0.254803686459814,3.76852958418573e-18,3.40661723230084e-17
"SHROOM1",140.42461003027,-1.62384081173254,0.190074893914518,3.80777102456162e-18,3.44063897004339e-17
"PPP2R3C",611.411762912081,1.2686120939325,0.148952242780046,3.91162637474721e-18,3.53150328938319e-17
"LEPREL2",813.70518946455,-1.90103803480376,0.223115157150908,3.9235036590468e-18,3.54073490207789e-17
"MTMR9LP",429.183603827361,-1.4761859777456,0.172625407267261,3.95716682372159e-18,3.56961096518623e-17
"S100P",14.6785359724004,6.23707447860782,0.864576007658344,4.02906607701149e-18,3.6329395552624e-17
"FLJ40448",28.7162151885329,-8.42203472660207,0.99272081058637,4.21303070410376e-18,3.79562366881277e-17
"CH25H",53.8230503617458,2.78633182356058,0.332479008090105,4.22154591164538e-18,3.80169720690317e-17
"ABCA17P",17.4560067275274,-2.2835076628874,0.270518857283928,4.22334117592105e-18,3.80171656545636e-17
"HR",250.065660867896,-2.54572350334011,0.300246234360845,4.22807533261664e-18,3.80438029403746e-17
"GOLGA7B",174.801511302907,-2.56781251130517,0.303450186598504,4.29545685260776e-18,3.86176706048415e-17
"SNORA38B",189.259010695875,-2.88786048413612,0.341341195667413,4.34136408187203e-18,3.89976765996493e-17
"LRP1",79477.9015080099,-1.39560047070551,0.163226306773149,4.38751857113286e-18,3.93957626875117e-17
"RNH1",2735.30018911728,-1.22757156334536,0.143268075133329,4.42238141341511e-18,3.9692169528361e-17
"MROH6",37.8206347066269,-2.0528763905304,0.24205745994806,4.47888734076018e-18,4.0182499947473e-17
"PRCC",502.661253948777,-1.1493941516624,0.134090992632529,4.58977210335959e-18,4.11428630243856e-17
"USPL1",1052.47412410902,1.00147305479887,0.116427870787086,4.66083234063763e-18,4.17623827578956e-17
"IGVK-A2",104.385209928637,7.55240970222271,0.914727000282485,4.66348652682734e-18,4.17687031882534e-17
"HDAC10",249.426106689809,-1.74327452343518,0.205860272874409,4.82904520955034e-18,4.31793600234845e-17
"TTC7A",2182.74170502996,-1.24094809561932,0.144980397035588,4.86497535718148e-18,4.34643671656818e-17
"KIAA1033",4662.09964723009,1.0630493452719,0.1242091353421,4.88178089804042e-18,4.35781799199085e-17
"PITPNM2",331.936243032375,-1.72612037276966,0.202867432587795,4.88171635876262e-18,4.35781799199085e-17
"C12orf63",71.6362802692413,2.67797139453793,0.316453554685806,4.9051318351197e-18,4.37683974280268e-17
"NUDT16L1",181.340468550646,-1.2339930836622,0.144373313694932,4.97792049692371e-18,4.43994049149254e-17
"L77588",46.9529918173365,-1.72282871774753,0.203119387884059,4.99047469842878e-18,4.44928636486789e-17
"C17orf103",330.628330422471,-1.50138506274071,0.176151534787446,4.99632505636249e-18,4.45265010116496e-17
"ALKBH7",207.677318909875,-1.55035805966288,0.181795882204822,5.00217745702653e-18,4.45601286103282e-17
"SLC25A45",202.074904278431,-1.4179595897713,0.166581510550986,5.07206833173357e-18,4.51639553610492e-17
"PPP1R18",2402.02973906186,-1.47948249028877,0.173571050861774,5.10098169532498e-18,4.54025501145766e-17
"SNORA16A",49.2351836904581,-4.28391944832905,0.50797455118301,5.1786030317546e-18,4.60743041841413e-17
"SH3BP2",3473.78045899,-1.28508613858172,0.150484075759981,5.35824572321223e-18,4.76528135209991e-17
"MIR940:ENSG00000260778",20.1756896142433,-2.15584717026045,0.256482441164177,5.48585297427526e-18,4.8767435420009e-17
"C17orf70",685.275103385633,-1.73396535953987,0.20422051221082,5.57321987200489e-18,4.95030341967181e-17
"ITK",337.444382945486,2.63869822926928,0.315565338684804,5.65897800084619e-18,5.02439417945884e-17
"BC054514",24.2749056511595,-2.07242959920948,0.245520151070617,5.71885136794414e-18,5.07545098837047e-17
"CTD-3126B10.4:ENSG00000260176",16.8404532805262,-2.4805403117152,0.295894340668206,5.75136173713603e-18,5.10008010393201e-17
"MXD3",112.455935299922,-1.79357079789849,0.21178592050058,5.76692637491954e-18,5.11176728675147e-17
"SAMSN1",641.318173772828,2.41462625554941,0.289013757280956,5.85027347028728e-18,5.18350191354557e-17
"AIFM2",372.994362768206,-1.47181516826932,0.172697913371037,5.91982124249961e-18,5.24295573101215e-17
"STARD3NL",565.094327636139,1.00457114269218,0.11739327456439,5.99745356611253e-18,5.30951764900825e-17
