"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezid"
"IL18",422.788254733143,1.36127358582974,0.21906482355902,1.4681467770902e-10,5.62208144959341e-10,"3606"
"AHSP",14.1521171589823,6.90884302349496,1.44141586704061,1.50246018658683e-10,5.74834508731088e-10,"51327"
"TSPAN33",423.99706733799,1.21970885925671,0.195695898929417,1.50758167449686e-10,5.76691023192774e-10,"340348"
"MB21D1",212.647727257373,1.05363336808792,0.169052159237776,1.53333252212797e-10,5.85809553418338e-10,NA
"HIST1H2BL",93.7267808070239,1.72783181086634,0.290913909167151,1.56762109112787e-10,5.97950219721367e-10,NA
"GZMB",106.416814292127,2.58558853135601,0.432415778149328,1.57260050770567e-10,5.99636126697307e-10,"3002"
"SLA",1118.75766820894,1.13610982827426,0.181985906986836,1.573697688404e-10,5.99947750899375e-10,"6503"
"GPR52",115.917356496506,1.09877136165002,0.173252952983697,1.58511883235271e-10,6.04086983175953e-10,"9293"
"HORMAD1",27.0416386485612,1.66405318346853,0.265025082844793,1.6554894132987e-10,6.29561827452646e-10,"84072"
"AMTN",420.246078530624,4.035510679116,0.693945196294842,1.6603347986074e-10,6.31292455890586e-10,"401138"
"THAP9-AS1",450.413368435472,1.03083218270797,0.164301556743641,1.7674116889217e-10,6.69866219781767e-10,"100499177"
"KIAA0226L",591.144684598174,1.07219905296333,0.167809614470643,1.83457299301299e-10,6.94706766064444e-10,NA
"FASLG",36.6079293243552,2.23773507455534,0.368344122680123,1.91928462409623e-10,7.25119466741662e-10,"356"
"CDKN2B-AS1",21.7015005402953,1.48898924900161,0.238505237202717,1.94904354521292e-10,7.35973402123828e-10,"100048912"
"hADV38S2",4.74891528560043,4.00521742127412,0.689831798331302,1.95725146032314e-10,7.38812443626381e-10,NA
"AP001422.3:ENSG00000231231",99.9731026778102,2.44045396196489,0.406348231120141,1.96077794670784e-10,7.40013272262532e-10,NA
"AP001434.2:ENSG00000226012",10.3956019405856,2.83750083133174,0.462168468411177,1.97557944665287e-10,7.45468209156883e-10,NA
"SLC7A7",1237.44905197043,1.3452720587779,0.218412773806253,1.99392192008197e-10,7.51992407410115e-10,"9056"
"APOBEC3H",13.6263997242523,2.23023739379864,0.364136276935187,2.00288651655975e-10,7.55240441756248e-10,"164668"
"HIST1H1A",43.3637391181276,1.4462777676572,0.237761720207908,2.09701173725221e-10,7.89482743097252e-10,NA
"SIT1",58.2979499078898,2.27220878768935,0.378318009720749,2.11883249111493e-10,7.97417678350595e-10,"27240"
"TRIP13",47.1463776768318,1.34539304329931,0.219245253001086,2.17323308052207e-10,8.16887138106445e-10,"9319"
"HIST1H4F",243.143386017441,1.46556173630474,0.240728176827623,2.2067282023491e-10,8.28750754528617e-10,NA
"XRCC2",37.7944686666552,1.34349412130068,0.217942067870466,2.22698409815977e-10,8.36211460684273e-10,"7516"
"CTSZ",9515.23929536398,1.12478132138065,0.181657182488836,2.23486783162736e-10,8.39024736998937e-10,"1522"
"LAPTM5",9466.88008126307,1.24005095974239,0.201297193500345,2.29292919645693e-10,8.60069154141782e-10,"7805"
"RP11-861A13.4:ENSG00000271856",31.2116055247852,2.76726468875963,0.465102496436958,2.3191447634829e-10,8.69446033159506e-10,NA
"TXN",2068.87931977718,1.25918448208104,0.205278593342077,2.43281727183891e-10,9.10628232401735e-10,"7295"
"KLRC3",14.6370620538433,2.08561430746146,0.337773276904783,2.4383674242126e-10,9.12546341944277e-10,"3823"
"IGFL2",10.1672873304852,3.08250646323159,0.516932998269874,2.45440266801943e-10,9.18066533746256e-10,"147920"
"CCNE1",30.4221710750043,1.41423072415624,0.229091798490684,2.61469277283864e-10,9.74960163539504e-10,"898"
"NME8",12.8326232638069,2.06341811413129,0.340951942374005,2.72175565108984e-10,1.01276716787862e-09,"51314"
"ASF1B",37.9173433280387,1.6851724749665,0.27783026751784,2.77177441732276e-10,1.02923494605819e-09,"55723"
"SCARNA10",31187.6821000437,1.58216307470144,0.261488785164665,2.7767332836904e-10,1.03089770430169e-09,"692148"
"TAS2R46",49.2850525139486,1.05149001849415,0.166165297931751,2.88794950334905e-10,1.07088964888028e-09,"259292"
"RUNX2",350.245505643241,1.14969250740843,0.186818061383003,2.96646846828488e-10,1.09905477408383e-09,"860"
"CR2",54.9646068417076,3.57697293890003,0.637964728308096,2.96982071041111e-10,1.09991649017179e-09,"1380"
"LOC100506100",23.2055732160718,1.58701101965322,0.27639414850282,2.97311824305952e-10,1.10094753461463e-09,NA
"GALNT3",98.2388334482481,1.18421019376675,0.19220993314127,3.02085735045467e-10,1.11823895668903e-09,"2591"
"WISP1",1208.42514333458,1.60650108914028,0.266352233137326,3.0379129036481e-10,1.12420718824987e-09,NA
"XCL2",14.9268898087499,2.72588990177142,0.4681160198731,3.06387276577619e-10,1.13279256492808e-09,"6846"
"BLK",73.5292646356814,2.80532048894491,0.477573240580821,3.06799438211259e-10,1.13412079323593e-09,"640"
"CLEC12A",338.21960662981,2.09920940961689,0.353292110070607,3.07346199363384e-10,1.13583057428593e-09,"160364"
"CTSB",35752.6656108005,1.270667535666,0.208069220021665,3.07638247047274e-10,1.13663343371216e-09,"1508"
"AK027541",19.7597613077597,2.11443849355865,0.356672080429655,3.25328095946089e-10,1.19971732285143e-09,NA
"C12orf55",115.997081283283,1.57500277516835,0.261170261491124,3.40399881925078e-10,1.25335692652469e-09,NA
"CDC25A",26.3791154462295,1.60817854418471,0.275850877654561,3.79173732359304e-10,1.38991458964545e-09,"993"
"PCSK1",255.210926600503,2.11644355727926,0.357378083345251,3.80414873393744e-10,1.39351084967495e-09,"5122"
"UBE2T",33.4570560594438,1.76766174070414,0.293918568095346,3.81609911271239e-10,1.39741076854202e-09,"29089"
"CCL4L2",66.380128157031,2.32735571352271,0.39783493918828,3.8220986961558e-10,1.3991296559301e-09,"9560"
"T-Cell_Receptor_V-alpha_region",10.1168313508276,3.39669488912508,0.569237877557879,3.82156866964363e-10,1.3991296559301e-09,NA
"TRGC2",51.9181745935362,2.34170607285507,0.394752484188224,3.88854524838407e-10,1.42223874246785e-09,"6967"
"CEP128",669.308299436866,1.24798095508517,0.205416952158551,4.14933477821499e-10,1.51374795406778e-09,"145508"
"RP11-473M20.16:ENSG00000261889",13.5155127653486,2.04383928045751,0.335775292770732,4.24639342612937e-10,1.54783929085427e-09,NA
"COL6A5",54.8919411429872,3.74668124053009,0.654766576061844,4.43438095188648e-10,1.61416587876669e-09,"256076"
"CD3E",148.461264418532,1.97319006532169,0.335588585990481,4.502312657928e-10,1.63694770479001e-09,"916"
"RAC2",471.806313846599,1.52646911675008,0.255681212125118,4.52245670105478e-10,1.64371399819751e-09,"5880"
"RPL23P8",20.1339280618091,2.09285300064971,0.346493032353996,4.59804842305998e-10,1.67005544571165e-09,"222901"
"ACSM3",23.5583355679585,1.44979366437914,0.245370836924075,4.67991642590758e-10,1.69806414011304e-09,"6296"
"TCR",6.21154981793705,3.93042971351781,0.680868894658463,5.0563361105864e-10,1.82984607382871e-09,NA
"TRA",19.229243455273,2.56288279364378,0.442907872132435,5.34641374127446e-10,1.92944411040134e-09,"6955"
"BC020644",220.297682432879,2.33426607531749,0.400819729012981,5.34946317878074e-10,1.93021960119205e-09,NA
"AV1S4A1N1T",19.8633030557279,2.48233108663127,0.42672491849366,5.40300370448783e-10,1.94789871149349e-09,NA
"HLA-DQB2",65.5942544098499,2.71893936001484,0.472628271436409,5.64755669561598e-10,2.03060027943528e-09,"3120"
"GJB2",709.913490397182,2.10288713332935,0.360880793924954,5.93407083052887e-10,2.13182936826559e-09,"2706"
"ACTR3C",22.0466711945206,1.87670172726929,0.313758802570383,6.6022936490927e-10,2.36002267813549e-09,"653857"
"FAAH2",40.2482360986315,1.93832516443253,0.328455809934162,6.73265845592231e-10,2.40421640596106e-09,"158584"
"GABRR2",25.5301150370366,1.51685804089201,0.253259814739587,6.8112904409064e-10,2.42986664480604e-09,"2570"
"ZBED2",17.7438708933505,3.40776233431159,0.610040089760018,6.91221142604887e-10,2.46177180947998e-09,"79413"
"LCK",221.371023751082,2.06195461598939,0.354977856390473,6.93543552540961e-10,2.46897660481008e-09,"3932"
"SCG5",15.6860327172209,2.21914299803399,0.381358070549296,7.32742392671138e-10,2.60359212568311e-09,"6447"
"ASPHD2",89.8066816020986,1.41002691304731,0.239046866050022,7.76696828489263e-10,2.75247075479669e-09,"57168"
"ST6GAL2",107.459863682279,2.04825963821212,0.35413898321006,7.78046585421861e-10,2.75679822538382e-09,"84620"
"TCRBV7S3A2",4.04918411836586,3.98245078993291,0.731051484015965,8.14197391826267e-10,2.87822739551581e-09,NA
"PHEX",48.8097722599387,1.49320070804159,0.250450847463598,8.15912469040627e-10,2.88381463538057e-09,"5251"
"LRGUK",48.9370518470632,1.02406819255315,0.16770977441909,8.26408694242886e-10,2.91898772968157e-09,"136332"
"SERPINE2",665.74891950396,1.82384221643343,0.313588409457654,8.35746960202419e-10,2.95002710771055e-09,"5270"
"AK172755",71.7067838931701,1.01635425272532,0.165660943953596,8.55681817065671e-10,3.01840493501786e-09,NA
"AK125594",6.78235871149723,4.99736493525649,0.895832971381338,9.05316064081865e-10,3.18510101964737e-09,NA
"RPS15AP10",98.1992052575288,1.03976087894472,0.1706424623251,9.0546449459765e-10,3.18510101964737e-09,"728963"
"SLFN13",351.439584256264,1.0849138327937,0.181317694259502,9.06173557012389e-10,3.18707217713268e-09,"146857"
"HSF5",12.2154938539483,2.37082377725381,0.408002509174033,9.07929827632896e-10,3.19220144285693e-09,"124535"
"RNU12",256.37076775703,2.45192404840783,0.427856949690178,9.11926871927345e-10,3.20415223705226e-09,"267010"
"TCRBV6S1A1N1",3.97866562617083,3.47769144087462,0.630904172484803,9.28753764116201e-10,3.25953486594114e-09,NA
"ENPP2",2267.47183934154,1.02874713348579,0.171822426618299,9.48628308292974e-10,3.32710694348606e-09,"5168"
"BEND4",27.5805746707211,2.6066581570405,0.472978404289821,1.02238782357925e-09,3.57352221506427e-09,"389206"
"TNFRSF10C",136.378403348936,1.93021370222027,0.338564263310319,1.02752024784439e-09,3.59029042583124e-09,"8794"
"BCL11B",254.103992118228,1.86026244204698,0.321819513924446,1.06035844901589e-09,3.6983991273812e-09,"64919"
"AK024092",900.456134963681,1.12105749860848,0.188169528522856,1.06509536117618e-09,3.71371219718383e-09,NA
"MYBL2",75.607516484353,2.07529097446426,0.362574583250088,1.18977409615949e-09,4.12695067211301e-09,"4605"
"SMPDL3A",428.604275224204,1.39340552334889,0.242598137856588,1.24095425582748e-09,4.29613512601363e-09,"10924"
"F2RL1",20.2791886996053,2.126548967653,0.365875717209815,1.25050507639944e-09,4.32780159897775e-09,"2150"
"C3orf52",137.753415043678,1.70074015885872,0.293249579106073,1.26003362961908e-09,4.35796365719312e-09,"79669"
"RARRES3",521.238091440132,1.07471940819007,0.181889559405172,1.26570274971238e-09,4.37686463933291e-09,NA
"LCN2",5.88313578079455,5.20007729956098,1.09969309824295,1.27554098748443e-09,4.40946290076674e-09,"3934"
"HIST2H3C",223.916392303295,1.86974094332199,0.327957128802897,1.30088501238679e-09,4.49490060784879e-09,NA
"NRIP3",128.790914255041,1.32881955174755,0.226343337311632,1.30889903640243e-09,4.51967666299552e-09,"56675"
"HOXD13",20.6059179678217,3.44412637011232,0.605088806773428,1.3174522111072e-09,4.5484782926322e-09,"3239"
"C15orf54",4.94570520281684,2.79816198894803,0.794286023841073,1.32428926945186e-09,4.57061061387468e-09,NA
"LINC00426:ENSG00000238121",27.4514101448348,2.18531819685494,0.380174316959883,1.3684583132001e-09,4.71697764985811e-09,NA
"AX747531",8.08273387539437,2.70659707661459,0.469945026238732,1.4100880310558e-09,4.85344736945865e-09,NA
"CXCL2",128.31130409552,1.70656964211078,0.297854752764037,1.47361078414197e-09,5.06071141427894e-09,"2920"
"LOC100506776",93.238945142022,1.39411073680763,0.240769736424949,1.57305378719105e-09,5.38066738283845e-09,NA
"NCKAP1L",3647.53437918346,1.01556885003347,0.172284378431166,1.65059232204087e-09,5.64048871784151e-09,"3071"
"CSF2RA",630.807973783261,1.03769654814131,0.172775877942844,1.66327470383462e-09,5.68111023542429e-09,"1438"
"IL27RA",253.929150415953,1.19449084162618,0.203673522538565,1.66977785725575e-09,5.70241376905074e-09,"9466"
"TAGAP",935.650319582397,1.10523151860505,0.188442825472093,1.73937703045357e-09,5.93253785705147e-09,"117289"
"VPREB3",14.2197718486608,3.56159452771928,0.634467988443726,1.75201461705727e-09,5.97278977054056e-09,"29802"
"COX7A2",1045.34851855036,1.08832657350898,0.186258524031531,1.80256016204447e-09,6.13827009105482e-09,"1347"
"FAM35DP",64.1520890974298,1.02015349861138,0.170886196985299,1.85006644615315e-09,6.29104777731245e-09,NA
"BIK",8.26284722563302,3.06928508169155,0.550017128574282,1.92634049878927e-09,6.53900156961521e-09,"638"
"NUP210",605.403714617241,1.84924702981912,0.325833829561819,1.95397254912201e-09,6.6296491444249e-09,"23225"
"CC2D2B",57.6648415666705,1.1140464614583,0.187537040380617,1.96483760757367e-09,6.66334880429216e-09,"387707"
"ZNF80",13.5545177997208,2.29191605165643,0.399395353311336,2.011272224947e-09,6.8132760545739e-09,"7634"
"TARP",30.747336701636,1.9629507245716,0.346244426818611,2.04539338113137e-09,6.92120561063918e-09,"445347"
"NLRP14",28.572881606868,1.82336289769715,0.319067953174396,2.05341369503698e-09,6.94724794407698e-09,"338323"
"SGOL1",33.6322352786559,1.74534761076438,0.312164715412548,2.08183337486526e-09,7.03895483885267e-09,NA
"ULBP1",7.77635440280116,2.80879905074596,0.488746063197294,2.08730711362676e-09,7.05412383575566e-09,"80329"
"WNT10A",19.8072173178275,2.73272065764354,0.486363966347599,2.09690786545867e-09,7.08545266914325e-09,"80326"
"CD3G",94.0707132246194,2.05079761259265,0.374593855424212,2.14230259869213e-09,7.23313982321495e-09,"917"
"CTHRC1",467.265677266033,1.72967768726761,0.305284051317175,2.15913849850157e-09,7.28768747061166e-09,"115908"
"SCML4",158.288584009676,1.84399338041028,0.327345948754542,2.20864218567343e-09,7.44891077349153e-09,"256380"
"LRRC63",19.1477101526679,1.48466968540749,0.255745300785373,2.23484642391356e-09,7.52899456204641e-09,"220416"
"WISP3",30.4172545116758,2.70038818298034,0.474592396812797,2.27159506396447e-09,7.64798884793441e-09,NA
"CCL23",23.4366781930463,1.60649895556239,0.281579056661873,2.27647782153676e-09,7.66202090907622e-09,"6368"
"TMEM144",266.231420069281,1.11225305369297,0.190185961580977,2.30476763661861e-09,7.75115091097547e-09,"55314"
"IL5RA",58.7815250193229,1.90364857459266,0.340116234434012,2.33622639159257e-09,7.85571701459107e-09,"3568"
"MTFP1",96.9216311181919,1.03639920139474,0.178254210729734,2.36611935273851e-09,7.95249115371562e-09,"51537"
"BLNK",287.382621497842,1.23455907926402,0.213890984564677,2.42768581915534e-09,8.15174528622221e-09,"29760"
"CTSW",81.4577256993863,1.83536916660111,0.323773473320812,2.45444208624171e-09,8.2402971858425e-09,"1521"
"BC062769",10.7769961501867,2.08408268055814,0.358743042222191,2.61565982501516e-09,8.75823106226369e-09,NA
"CD84",5685.10587365595,1.1631059306632,0.201294979074275,2.66789841796742e-09,8.92756702455828e-09,"8832"
"LINC00525",8.69051231437154,5.94188231061589,1.13224076409532,2.68816831548295e-09,8.98978179212763e-09,"84847"
"FLJ27352",26.4018996246558,1.29520008528202,0.229474300349685,2.7136032312027e-09,9.07201030328613e-09,NA
"RP11-693J15.5:ENSG00000205056",80.4091272895904,2.65739452683152,0.488580788445848,3.08153113187932e-09,1.02540687392594e-08,NA
"CD79B",195.17824675953,1.82222976853684,0.327170513974537,3.12928193871981e-09,1.040650113151e-08,"974"
"C1QB",9920.94187321551,1.45774823940303,0.256892341247747,3.15333828508099e-09,1.04735006143097e-08,"713"
"BC026240",36.2137665624752,1.17197783491403,0.199572747011374,3.16370416667732e-09,1.05046741137715e-08,NA
"TCRGV",18.8634664793969,1.96241382052767,0.344025498827881,3.17050997910614e-09,1.05256413231385e-08,NA
"TGFA",66.5514622032846,1.28065278061113,0.224770117643301,3.17272290649044e-09,1.05313566756713e-08,"7039"
"SLC22A16",15.8242108626365,2.74389384031481,0.493548447739077,3.28564364430422e-09,1.08859484044477e-08,"85413"
"GZMH",77.4765206173666,2.00861881121537,0.360802361592187,3.3265159630165e-09,1.10111531483139e-08,"2999"
"AK026714",297.271593446686,1.19780349271645,0.207616805757604,3.3367661399548e-09,1.10382634168315e-08,NA
"RP1-151F17.2:ENSG00000272341",52.6409485745631,1.15534539254124,0.19726684744442,3.39736848188924e-09,1.12300738236169e-08,NA
"ZNF860",96.5962118888936,1.2756644342546,0.222127970552437,3.46597271064855e-09,1.14444913121754e-08,"344787"
"SERPINI2",34.8774100084358,1.71471265416332,0.298539350243924,3.4782059343394e-09,1.14813472648539e-08,"5276"
"RP11-38J22.6:ENSG00000240754",9.93861710152349,3.26613895286469,0.61797143529406,3.4861518001876e-09,1.1504032568656e-08,NA
"CATSPERB",13.076230858726,2.10873467436591,0.371034761863311,3.51978846267229e-09,1.16026355693782e-08,"79820"
"SGMS2",2965.51234971997,1.06983373952843,0.185983337754252,3.56215345125269e-09,1.1734957719136e-08,"166929"
"LTA4H",2842.97366979849,1.14543874202986,0.199961906200647,3.58888413621018e-09,1.18157532552063e-08,"4048"
"BSPRY",13.3490257546307,2.11942683160591,0.379428961863738,3.59902375535436e-09,1.18454969515525e-08,"54836"
"CHN1",297.753168113837,1.20027400613177,0.209865372613667,3.7229258716286e-09,1.2234509384639e-08,"1123"
"LINC00892",11.2277788744098,2.22523809148883,0.4019369322018,3.74853566663131e-09,1.23092331764837e-08,"100128420"
"TSPAN2",552.577450851285,1.64269736417773,0.293562220350941,3.85154412340344e-09,1.26339371283909e-08,"10100"
"FZD6",631.603253376742,1.01147530138072,0.175495841740046,3.87353348308893e-09,1.26963516046865e-08,"8323"
"CFB",3872.7594066367,1.38516890447788,0.24502957993051,3.9854705884665e-09,1.30492806481214e-08,"629"
"BC040914",9.22843042258463,2.95127816596934,0.541767121515765,4.17788695466261e-09,1.36542621377377e-08,NA
"GRAP2",113.416954589911,1.74595473687411,0.313909700302756,4.20921304680869e-09,1.37503525731216e-08,"9402"
"BCL2L14",6.90496011837867,3.0875785009671,0.674914690579323,4.24903652133045e-09,1.3869875077928e-08,"79370"
"FAM172BP",4.30185888632085,3.64370243849514,0.676439909861135,4.50475269211604e-09,1.46755379921148e-08,NA
"TCRBV4S1A1T",8.49909319945604,2.86930783493839,0.516166226586593,4.61188752921172e-09,1.50177127641438e-08,NA
"AK024936",15.3182105205627,1.39500891277246,0.239546235792468,5.02017387661343e-09,1.63001646261863e-08,NA
"ITGAL",642.24579672659,1.75589399329614,0.319615672002559,5.12003171308988e-09,1.66092991836923e-08,"3683"
"LAYN",95.9110339147146,1.08573896302202,0.190500568318184,5.1862698649288e-09,1.68105857962222e-08,"143903"
"PMAIP1",78.711167699636,1.33141886683478,0.237142080246825,5.73409331496042e-09,1.84893669353914e-08,"5366"
"BUB1B",103.154817527168,1.60903937530698,0.297109251970039,5.86801312500108e-09,1.88984410680914e-08,"701"
"hADV14S1",5.78560411097975,3.58795367063219,0.659056767808308,6.0942856929197e-09,1.95918441962424e-08,NA
"KLHL14",15.7679392958513,2.44300945328336,0.455908713350778,6.09572496925233e-09,1.95935322834411e-08,"57565"
"CD300LF",73.0331497637593,1.59748432000033,0.287907941695101,6.30306560968429e-09,2.0235710786753e-08,"146722"
"ST18",79.4178711486798,1.48938899723014,0.265244428799442,6.34507006356191e-09,2.03644634130462e-08,"9705"
"AX747179",46.711942992151,1.58335022178268,0.280579957511254,6.3816193145917e-09,2.04756357439587e-08,NA
"PRC1",246.736296862914,1.01248542472759,0.175114496158275,6.40644983546055e-09,2.05460780073958e-08,"9055"
"FCRL2",99.1233339570534,3.2993761923134,0.637582707325608,6.63003162569603e-09,2.1231356317577e-08,"79368"
"SLC27A2",13.5846593775187,2.19271633165857,0.397745343520305,6.76026407853822e-09,2.16225548418609e-08,"11001"
"KLRF1",15.6162785389933,1.72803057388474,0.307430755133196,6.77658392941482e-09,2.16650542003502e-08,"51348"
"USP30-AS1",16.6556084375447,2.01731810510607,0.371252488483154,6.84088786363823e-09,2.18641141636383e-08,"100131733"
"GPR34",1576.69561803448,1.24874568762287,0.22413098709612,7.63657952231566e-09,2.42846959799364e-08,"2857"
"CLEC17A",23.8264057537408,3.09074951708916,0.589019412737499,7.7986515616912e-09,2.47700798639193e-08,"388512"
"SEPP1",22346.6596149242,1.04088306064225,0.185073548338429,7.85446782014698e-09,2.49325842401081e-08,NA
"ELL2",3258.07291697142,1.19074625168794,0.21353700010481,8.05593110486555e-09,2.5530499980864e-08,"22936"
"SCARNA6",3060.57575508298,1.22532737637213,0.220047120515835,8.15029737737225e-09,2.58028543115538e-08,"677772"
"RP11-358L4.1:ENSG00000261712",7.39777300551762,1.67250680745469,0.299363372272927,8.16016523789502e-09,2.5830279359593e-08,NA
"CDCA8",41.4889798088299,1.33273223801501,0.240175613352828,8.17024424294673e-09,2.58583645686765e-08,"55143"
"RGS13",55.6191011571282,1.78359776724808,0.328394723631715,8.33489559226348e-09,2.63483506237438e-08,"6003"
"TCRBV17S1A1T",11.932481276315,2.67148165929318,0.491560976361672,8.46553361527281e-09,2.6729785205678e-08,NA
"NKG7",119.995595963491,1.84804017504354,0.343336518192535,8.71993721238786e-09,2.74966035417256e-08,"4818"
"NUP62CL",17.8271252144507,1.46022827146584,0.257315915938847,8.96842209167333e-09,2.8246905318271e-08,"54830"
"RP11-274B18.2:ENSG00000234506",3.69831942977689,3.69097032547149,0.719627150730093,9.05839529652369e-09,2.85177124545229e-08,NA
"RAB27B",287.33809059291,1.43541756993485,0.260895340471028,9.0761976552596e-09,2.85695615134644e-08,"5874"
"KLF1",6.77780709032776,3.67255088311432,0.718385774925842,9.44456281880692e-09,2.96854839266005e-08,"10661"
"HBG1",73.2594799536918,4.09755573773283,0.828576006375517,9.52009901739877e-09,2.99141302213617e-08,"3047"
"CDH11",3009.99342037867,1.15810734207246,0.208289155190444,9.56573647318909e-09,3.00399164585878e-08,"1009"
"AX748201",6.96551046262184,2.26938507664279,0.415561849035132,9.64823768071763e-09,3.02901242435654e-08,NA
"LINC00422:ENSG00000224429",7.95659746627099,1.89027292316228,0.34155191018986,9.85197817745559e-09,3.09025974355928e-08,NA
"IRF1",1583.64379484734,1.11439899674076,0.200325853035129,1.0167629601841e-08,3.18647178324693e-08,"3659"
"IL12A",9.45491399453783,1.96089846220262,0.367604211352423,1.04413959915897e-08,3.26796787803362e-08,"3592"
"AKAP5",91.9755818585591,1.39690212341589,0.25535256596198,1.06738979510059e-08,3.33781229623446e-08,"9495"
"AIF1",1749.47980697613,1.11995622175004,0.202091144856073,1.07393250479135e-08,3.35729220758358e-08,"199"
"OCIAD2",64.5417640553314,1.17746350032689,0.214916487744648,1.10086774366725e-08,3.43698446467884e-08,"132299"
"CD8A",176.463870797738,1.91341971833146,0.3519008813058,1.10615241454768e-08,3.45147251433984e-08,"925"
"ARG1",7.91050077304708,5.48679240330265,0.96914531987998,1.14485567039687e-08,3.56600662456273e-08,"383"
"TYMS",91.346300298434,1.50115416417728,0.28234266353689,1.1546062639041e-08,3.59298619375469e-08,"7298"
"DLEU1",43.7937887417328,1.1070649519337,0.204434494055081,1.19584527914859e-08,3.71349635873541e-08,"10301"
"KRT15",5.630619112766,7.05927867115321,1.36173846490375,1.19710178787367e-08,3.71632135276599e-08,"3866"
"Ig_alpha_1-[alpha]2m",12.5840447223403,3.87916469082358,0.762609506763203,1.26593082779497e-08,3.92204328304849e-08,NA
"AL109792",31.5277808721312,3.14806572420855,0.627780356578583,1.33623662569304e-08,4.12554877534988e-08,NA
"BC089413",7.96037028158883,7.96394875496804,1.6772290840331,1.37662782138922e-08,4.24536174040794e-08,NA
"PCED1B-AS1:ENSG00000247774",163.32620204211,1.36007335777234,0.250554354266156,1.39525025317156e-08,4.30093465787804e-08,NA
"TMEM26",37.3155263400833,1.73990647214302,0.324755155872062,1.42425321140196e-08,4.38655253340683e-08,"219623"
"RP4-798A10.7:ENSG00000261135",15.5379181662578,1.39639667447094,0.251555168453779,1.43522289154122e-08,4.41906798368093e-08,NA
"CA12",904.292861963306,1.50112605917808,0.278687785974608,1.49510374807879e-08,4.59749765173211e-08,"771"
"CLEC4C",15.9335245772721,3.09684252965487,0.611408115287746,1.59578336447438e-08,4.89655330719818e-08,"170482"
"RP11-222K16.2:ENSG00000272282",7.19268129368947,2.18187709395423,0.40321401372033,1.60476887729529e-08,4.92271523501787e-08,NA
"ANKRD55",5.10853055306383,2.99075652143322,0.57089707024548,1.70970751422436e-08,5.22965051411026e-08,"79722"
"BTNL8",8.89196018789953,2.8999749653315,0.550010935983715,1.71051894390885e-08,5.23138591963448e-08,"79908"
"MIR1587:ENSG00000261435",4.80078240525769,3.79937110581438,0.724790350811337,1.74412786581585e-08,5.33037110338386e-08,NA
"LOC100507254",40.5236207824825,1.27371462121805,0.2337661723905,1.78914117236325e-08,5.46404427860667e-08,NA
"RP11-291B21.2:ENSG00000256039",7.59492872447194,3.12304679710165,0.593348630268814,1.81531327939569e-08,5.54002698523251e-08,NA
"DKFZp586G0322",340.005775356369,1.15974033082396,0.211802174207429,1.83429832054617e-08,5.59477955091305e-08,NA
"IL21",4.43246648406103,7.94917062708711,2.40892814489922,1.8358194690815e-08,5.59862246454521e-08,"59067"
"SPINT2",324.914976564764,1.00873402948878,0.184381623699864,1.89825717320063e-08,5.78081074072308e-08,"10653"
"FKBP11",632.351281798618,1.32600645390454,0.245891846434094,1.95076181321244e-08,5.93564422807811e-08,"51303"
"TAS2R19",96.6697204335515,1.00458135142488,0.180679613587658,2.03579230314569e-08,6.18558781305948e-08,"259294"
"AK054845",14.8164117927892,3.069080919504,0.582797580937193,2.04675099380672e-08,6.21624118609315e-08,NA
"SMCO4",143.705866723853,1.00149635955643,0.183144737005479,2.1847443014985e-08,6.61752750339419e-08,"56935"
"MIXL1",4.05155471448917,8.29613644376964,2.46317762693572,2.25772431417256e-08,6.82656499348936e-08,"83881"
"CLNK",14.7859107896054,2.03700220050292,0.38420684388642,2.29918185821036e-08,6.94550595729707e-08,"116449"
"CD28",566.232925782058,1.29729638665835,0.241700451514693,2.33922195127897e-08,7.06347479314768e-08,"940"
"RNF133",38.5764679761912,1.03211807989564,0.185423460277012,2.38576068809777e-08,7.19589203884035e-08,"168433"
"SLA2",83.4655393584994,1.67013288324498,0.317656344046495,2.44421223379494e-08,7.36183260355916e-08,"84174"
"SLC14A1",52.4096388342711,1.88196914253448,0.359466594331071,2.513680299595e-08,7.55726046587456e-08,"6563"
"TCRDV2",5.5491765160877,2.86945620166878,0.540723564331267,2.51792174890989e-08,7.56895046905831e-08,NA
"LINC00402:ENSG00000235532",25.4398029996906,2.84482303926619,0.554828324155514,2.66572362624052e-08,7.99530569286496e-08,NA
"IFI30",8735.99127304026,1.49802459436281,0.283500798058152,2.67718251079461e-08,8.02742763764141e-08,"10437"
"FUT8-AS1",45.8969590412441,1.66600478129442,0.324241849217225,2.69971418616904e-08,8.09159196646077e-08,"645431"
"PRF1",133.50517641489,1.62826761144273,0.309004999991722,2.72486160526824e-08,8.16239815313965e-08,"5551"
"CD163",16584.2164266135,1.21979671080822,0.227984801631139,2.82047066889775e-08,8.43134475394724e-08,"9332"
"C1orf54",361.524388305591,1.01469774345138,0.188457819189585,2.87611489636234e-08,8.593861783596e-08,"79630"
"WDR64",5.15372463563139,3.14936003534893,0.658664087095911,2.92163876484094e-08,8.72867070627766e-08,"128025"
"LAIR1",1867.6243756704,1.07351714509745,0.199668589248611,3.05914474485513e-08,9.12064416255763e-08,"3903"
