"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezid"
"ACSL5",909.77086801547,1.04553539106203,0.130856946198271,6.4640184444023e-16,4.51428176340419e-15,"51703"
"C1GALT1C1",928.339671028074,1.23885343179034,0.155998044815124,6.49164713293541e-16,4.53210009772653e-15,"29071"
"MT1G",67.4573816449867,3.74023867115516,0.486656272962462,6.67595164246959e-16,4.64714750091104e-15,"4495"
"MPHOSPH6",192.908113128588,1.00543224718196,0.125216347488847,7.04494612234292e-16,4.89288173169721e-15,"10200"
"TANK",1069.08093911395,1.0979760733493,0.138093589332955,7.17765765102539e-16,4.98021160357485e-15,"10010"
"SMC4",1307.35928707398,1.11090694070606,0.139739293108906,7.4854153980954e-16,5.17866069165199e-15,"10051"
"TWF1",2331.39761994508,1.21013221407715,0.15283345582194,7.64719877962119e-16,5.28546957251277e-15,"5756"
"HIST1H2AH",187.068921211017,2.16928159619707,0.284698507918056,7.73646535214316e-16,5.34372097623218e-15,NA
"RFK",397.104676200953,1.17470055212487,0.149425228169952,8.52009931220894e-16,5.85668019751682e-15,"55312"
"NAMPT",7108.05344113976,2.0333099883883,0.261965614022367,9.48264879624535e-16,6.49795695405879e-15,"10135"
"DQ575049",339.65574721039,4.8848031662163,0.648259113047501,9.67935776538736e-16,6.6195812056652e-15,NA
"ORMDL2",295.343706101754,1.03698738643556,0.131166619962692,9.71859716245928e-16,6.64006034373572e-15,"29095"
"HIST1H3D",330.101316441003,1.93539404339402,0.251132468958329,1.05305556055268e-15,7.17651504907012e-15,NA
"TMEM60",309.210649540693,1.02162260511907,0.129673448735328,1.10718058395525e-15,7.53339728759142e-15,"85025"
"ZNF600",366.577237621912,1.02759160563041,0.129008740180659,1.11517998519116e-15,7.58541816014032e-15,"162966"
"ZBTB8OS",183.606768601022,1.37591199287531,0.176075968278721,1.1265900093423e-15,7.65816798929066e-15,"339487"
"PPT1",3824.0741106168,1.20640052667414,0.153348033847776,1.22964421930628e-15,8.32700301813318e-15,"5538"
"NUF2",44.4678852629428,2.30692669823532,0.296448615574965,1.26077931468267e-15,8.5270694388115e-15,"83540"
"COL17A1",69.1864375006159,3.61469538231332,0.479734042591973,1.28955924605879e-15,8.69975553061946e-15,"1308"
"LPAR6",1773.0554241435,1.34237607615848,0.171325214739206,1.2987773551644e-15,8.75918661209522e-15,"10161"
"FCN1",327.365424385998,2.67891641191952,0.350747970226579,1.34375083112952e-15,9.04867034104732e-15,"2219"
"CCNB1",130.341186954312,1.82521323213454,0.240885132408691,1.35618073002999e-15,9.12622341812644e-15,"891"
"HIST1H3G",150.25730248426,2.80658795931401,0.369261329992672,1.47636355845475e-15,9.88531713475808e-15,NA
"TFEC",2192.09710759392,1.78620350475095,0.23082974386182,1.52900134911849e-15,1.02217984764993e-14,"22797"
"CASP1",816.770575331676,1.32108746561079,0.168841329953892,1.5410517104288e-15,1.02959355703306e-14,"834"
"BTN2A2",761.941520875005,1.31863235161598,0.168575368305221,1.54312448733555e-15,1.03065712486952e-14,"10385"
"SLC15A2",220.522828307602,2.17871480478142,0.282024416181772,1.63124759588488e-15,1.08651359017236e-14,"6565"
"IDO1",100.223073931677,3.39961285297023,0.454855016505157,1.65781588725535e-15,1.10347726433367e-14,"3620"
"MITD1",267.714214371064,1.02762884343796,0.131505055076711,1.67881218991699e-15,1.11710591948125e-14,"129531"
"AC006129.2:ENSG00000268027",50.1221492826337,3.18482171010538,0.423081978778997,1.69933941392127e-15,1.13041408003025e-14,NA
"CD83",448.862106468337,1.94275580953149,0.251767974127598,1.73164292795504e-15,1.15072601769997e-14,"9308"
"CR1L",12.4448893463545,3.45319401382833,0.45833803435079,1.73202171095978e-15,1.15072601769997e-14,"1379"
"HAVCR2",1800.00339359489,1.60942059038178,0.207693886757036,1.83626211133912e-15,1.21621155229701e-14,"84868"
"CCL13",527.660465862837,2.54060283049254,0.334270622463642,1.93970658037748e-15,1.28432904347329e-14,"6357"
"CXCL11",147.449849700676,3.95221370089434,0.532789126661257,2.01414675087721e-15,1.33074005276052e-14,"6373"
"GRAMD1C",117.93366039001,1.74482648105253,0.225249996400083,2.04503439638853e-15,1.34989905198015e-14,"54762"
"CTA-384D8.35:ENSG00000272666",6.46326473035428,6.59667509322331,1.29177781217883,2.11387287037595e-15,1.39319302677637e-14,NA
"LOC100335030",148.276512035008,1.43199061538976,0.183623793781107,2.12525778900579e-15,1.39953145876168e-14,"100335030"
"ING3",515.042443887743,1.13569664278475,0.145036072434578,2.27037841090508e-15,1.48992714271061e-14,"54556"
"AX747405",61.7299241472816,1.03636982143257,0.130343431002426,2.28983650456943e-15,1.50177679934017e-14,NA
"FAIM3",168.721872438153,3.16554502628804,0.416950519214027,2.29922936373169e-15,1.50747577096547e-14,NA
"THEMIS",228.966557147512,2.54220602154864,0.333096594237682,2.32979012214218e-15,1.52611221539955e-14,"387357"
"KIF20B",568.236449868998,1.16016354733447,0.148273299741804,2.39763317883225e-15,1.56719950966488e-14,"9585"
"KIF20A",83.9590462186537,2.75647908599398,0.363889524054492,2.40491893344588e-15,1.57100358124186e-14,"10112"
"SIRPG",33.2799001892475,3.29774579563641,0.428426020291673,2.50298274290159e-15,1.63356970549969e-14,"55423"
"LY9",107.516077376497,2.93682134744234,0.389679410023753,2.5197072813023e-15,1.6439843579955e-14,"4063"
"SEP15",2876.76648601071,1.03471476276304,0.13259599108483,2.53628508238859e-15,1.65429696198523e-14,NA
"FPR3",4884.72768813399,1.84615038602938,0.24102084404534,2.63296913619866e-15,1.71422926780516e-14,"2359"
"TAF9",896.506182823225,1.06871231541073,0.137404383510282,2.69476105378532e-15,1.75286232673083e-14,"6880"
"GBP1",2891.02139860923,2.11505425197902,0.277602215848861,2.76462362937695e-15,1.79395029513885e-14,"2633"
"CYBB",21904.5922421896,1.71074436227925,0.222917539451185,2.78612701798154e-15,1.80517111174119e-14,"1536"
"PLEK",2380.67554367014,1.60971478370632,0.209350987049461,2.87484878027423e-15,1.86096749947501e-14,"5341"
"PARP9",2759.56126598529,1.10384051147674,0.141855165874779,2.89894002009764e-15,1.87487265184729e-14,"83666"
"AL833181",59.9760934621551,3.22155043826978,0.424940658718969,2.90042117102704e-15,1.87525571519223e-14,NA
"SAMHD1",5426.12215120435,1.07259858051011,0.137843017932276,2.90517040635621e-15,1.87775987091172e-14,"25939"
"CCL3",154.24368413828,3.05403544195571,0.420362370289221,3.06662028611614e-15,1.97615371594489e-14,"6348"
"SUSD1",484.162431336672,1.36846724605274,0.176678056391538,3.14322021281962e-15,2.0242980415073e-14,"64420"
"CDKN3",96.2139671882439,2.30585266642588,0.315759181072194,3.36264026107703e-15,2.15718254162419e-14,"1033"
"CDC25C",12.7937284589004,3.07435533985567,0.398858714829432,3.42313937480913e-15,2.19140221685436e-14,"995"
"IL18RAP",56.2163475455194,2.43169217862245,0.315951708699113,3.50593040851654e-15,2.24306287897717e-14,"8807"
"SPAG4",54.729935600167,3.33356846975017,0.44971760123089,3.52168221798638e-15,2.25246836699798e-14,"6676"
"HIST1H2BG",302.94355786738,2.08019799490477,0.278249360575262,4.04886489466497e-15,2.57276374999568e-14,NA
"POSTN",6240.66484759127,2.86009868478497,0.382245309189483,4.07491031915925e-15,2.5877793443123e-14,"10631"
"GPCPD1",3728.40306026322,1.13673165278791,0.14701872252473,4.16768719903256e-15,2.64043865612961e-14,"56261"
"ACPP",134.396875993596,1.60856760226899,0.209024425652361,4.49942133439482e-15,2.84220741114306e-14,NA
"CCT2",1509.8909974565,1.02415369085648,0.132280836438665,4.51020559649263e-15,2.84818021654763e-14,"10576"
"CD300E",656.405343298985,2.66564631825577,0.35638526482609,4.92011181795833e-15,3.0960879798679e-14,"342510"
"CLEC6A",8.47689552393423,5.54517863961939,0.858849379102336,5.16436077454918e-15,3.24312172519521e-14,"93978"
"ARHGDIB",3485.96658931228,1.21731669424476,0.158667482878362,5.54990043189383e-15,3.46795964888573e-14,"397"
"NLRC4",284.367578639467,1.82037834199147,0.239865814916803,5.63996417211532e-15,3.52321049550998e-14,"58484"
"CHAC2",49.4739413939717,2.06705563549709,0.269979307812195,5.69124362121639e-15,3.55213816346916e-14,"494143"
"GAPT",122.409822393165,2.49498393975017,0.334610691113559,5.73210150899849e-15,3.575503015915e-14,"202309"
"NUDCD1",549.367505328089,1.14274776603174,0.148326515303852,5.75418177237628e-15,3.58515633509711e-14,"84955"
"LY96",445.165545588473,1.69502407014816,0.228499894446656,5.78819417525864e-15,3.60320551142371e-14,"23643"
"MSL3P1",35.0828911197949,1.39953900770865,0.179798854272157,6.1231768460193e-15,3.79739726101654e-14,NA
"OPN3",256.15212939809,1.10819294231518,0.1452823137107,6.39888479461784e-15,3.96264945978168e-14,"23596"
"HLA-DPB2",10.4038210194574,4.10156492315827,0.552379292772804,6.55779022170063e-15,4.05753804335189e-14,"3116"
"TMBIM4",1731.72934787742,1.03563363956335,0.134933463346832,7.03553370841637e-15,4.33810684615903e-14,"51643"
"HIST1H1B",577.692266267246,2.205823151943,0.295336695603603,7.63203503993121e-15,4.6951035307361e-14,NA
"LBR",1045.57665779778,1.10424751062861,0.144211605501795,8.0128723834954e-15,4.91950426225887e-14,"3930"
"mir-223",176.600217656997,1.82406110173043,0.240080896104742,8.10169212676388e-15,4.97118715582394e-14,NA
"NPC2",4858.39621290077,1.31995250696136,0.17374984979757,8.32409113473302e-15,5.10035006548693e-14,"10577"
"NCK1",1153.22803574455,1.13589968600435,0.148908426350293,8.62982057579315e-15,5.28314608400385e-14,"4690"
"RNF13",2964.10170317336,1.12419685204384,0.147395360573512,9.15469481174388e-15,5.59010182051586e-14,"11342"
"LOC727896",144.53134145473,1.1886247704756,0.154113286928861,9.20342313259045e-15,5.61665626426e-14,NA
"CENPE",429.807834387643,1.42008151847945,0.187330581420727,9.74758061740047e-15,5.93353863597683e-14,"1062"
"TRIM59",178.825071219988,1.73167108803211,0.230511304708314,9.76872728460672e-15,5.9447226544854e-14,"286827"
"HEMGN",127.723817812367,3.96279570807027,0.554204618207509,1.01299821948946e-14,6.15582388384393e-14,"55363"
"STEAP1",501.476767115561,1.82408821219012,0.244078080118161,1.01608127115973e-14,6.17105975765555e-14,"26872"
"HIST1H2BJ",376.740158025777,1.51881506595611,0.204141133901981,1.08644659407164e-14,6.57791238721399e-14,NA
"BHLHA15",19.7241290379633,6.06870911674107,0.957016950266124,1.08870883469997e-14,6.58788719766362e-14,"168620"
"ID2",1335.08639150264,1.22092277100107,0.16107173467625,1.11899052138524e-14,6.7615798829574e-14,"3398"
"GLB1",1435.28848692056,1.06863830951651,0.140398010534503,1.18750936853291e-14,7.15342560308203e-14,"2720"
"TP53INP1",3247.22330773275,1.45649172091257,0.193409028613994,1.19494393086455e-14,7.19416664893817e-14,"94241"
"PBK",74.4439070541591,2.34505363633014,0.31440572299618,1.19625960489436e-14,7.20006518160655e-14,"55872"
"C19orf59",10.1907375354321,4.24617005106754,0.586664043652533,1.2372740572845e-14,7.43439721608595e-14,NA
"SHCBP1",114.423627777846,1.68243517660401,0.223645024561655,1.24763397671059e-14,7.49244578953153e-14,"79801"
"GPR141",51.6672446292363,2.27473418129338,0.303014417893723,1.31316996862472e-14,7.86837347988077e-14,"353345"
"MMP12",12.7215107476396,5.23729312268283,0.749717912293329,1.33074492206684e-14,7.96922489931785e-14,"4321"
"LUM",45201.9417833573,1.55053164301764,0.206956561140736,1.39035641504257e-14,8.30995790396193e-14,"4060"
"DCAF13P3",91.7627214150239,1.20128075240063,0.157050515297861,1.41008157003164e-14,8.42550272943635e-14,"100132724"
"CCNA2",134.32448872296,1.59847748864171,0.212029974476113,1.41840073113201e-14,8.47048840076687e-14,"890"
"GNG10",1718.8352505822,1.24338913895444,0.165096171285378,1.45167067252489e-14,8.65711116422536e-14,"2790"
"FCRL1",138.094498553972,4.3323718289681,0.601805881455294,1.51867001003291e-14,9.04157064584317e-14,"115350"
"MKI67",831.424105980444,2.26707681034709,0.307539511245117,1.5812589898982e-14,9.39853686369607e-14,"4288"
"AX746823",831.170141863558,1.5691518447339,0.209460596189575,1.59349731918425e-14,9.46865207709344e-14,NA
"RP11-79H23.3:ENSG00000261618",79.5672843334625,2.28275331896121,0.305465505101661,1.63549762632233e-14,9.71014421744225e-14,NA
"BTK",805.594465468555,1.32969561797185,0.177219410771462,1.74005665471394e-14,1.03109301300757e-13,"695"
"HCP5",867.68931638324,1.42542668731305,0.190184191992632,1.77211081981781e-14,1.04921688400981e-13,"10866"
"AX747104",64.0445031303649,2.01719996954767,0.277856443058746,1.80431453174908e-14,1.06769390830972e-13,NA
"RP11-343L5.2:ENSG00000271862",67.3341945475346,1.28865464353178,0.168998966152746,1.81398460754879e-14,1.07282373326692e-13,NA
"BC069782",58.5111383151277,1.73264077839602,0.2282104395944,1.84990110582695e-14,1.09285916210554e-13,NA
"TUBB1",278.69554790879,3.41458241174725,0.478273102564276,2.00277753392726e-14,1.17927282650173e-13,"81027"
"ALG6",303.788365412881,1.13317020067304,0.149699123587002,2.02733751034308e-14,1.19340634054334e-13,"29929"
"ICAM3",383.037676905259,1.94571665323038,0.263854485383546,2.19754940380927e-14,1.29112051457906e-13,"3385"
"ODC1",928.900194216922,1.12600688788911,0.150002723658417,2.23893546467355e-14,1.31399517563933e-13,"4953"
"PARP14",10268.884370493,1.20833309576889,0.161302096348633,2.31698363993735e-14,1.35868427783248e-13,"54625"
"PKHD1L1",148.826198478427,3.27200803989456,0.45991877904837,2.44039249588719e-14,1.42753636365584e-13,"93035"
"TMED7-TICAM2",424.797143737516,1.91153423635433,0.259078664288954,2.47711358013931e-14,1.4474366238584e-13,"100302736"
"TCRA",83.60476855481,2.53217942239904,0.345998764542752,2.55348443152352e-14,1.48921991349234e-13,NA
"ORC1",41.9072421537475,1.71470009839204,0.231138613441477,2.60817320967063e-14,1.51904827181713e-13,"4998"
"IFNG",14.3473469571104,4.00850420061773,0.554582102412808,2.65744387706171e-14,1.54648369853553e-13,"3458"
"SLC4A1",203.129694123302,4.10650212049831,0.572388573235499,2.7676126338233e-14,1.60797618814678e-13,"6521"
"LEF1",172.163850051584,2.1643596687949,0.295274000443616,2.84193257266864e-14,1.64802870211058e-13,"51176"
"SGOL2",191.970331450928,1.33892420817368,0.180618030098806,2.89072073895335e-14,1.67405613612502e-13,NA
"NUGGC",122.538168989689,3.14880989595317,0.436952114931239,3.02354274041744e-14,1.74531622826197e-13,"389643"
"UBA6",2256.29492566418,1.03288132811276,0.13784329731136,3.04086309145869e-14,1.75295370196972e-13,"55236"
"LYSMD2",204.75817221438,1.22668373900358,0.164483841812145,3.08690656789407e-14,1.77758378478435e-13,"256586"
"PLAC8",109.70911450105,2.81770542489256,0.39005346994752,3.14086179077802e-14,1.80816789582985e-13,"51316"
"ST6GALNAC3",89.1847189470066,1.64408912921191,0.222118108415173,3.28960038040807e-14,1.89125549767398e-13,"256435"
"DHRS9",238.666553501413,1.98189522674013,0.270645413201924,3.40691101057107e-14,1.95555232162747e-13,"10170"
"BC043356",16.5309504648281,2.59349074267667,0.350965057241261,3.51356211019875e-14,2.01622963073333e-13,NA
"GCNT2",266.603353538877,1.1113263779305,0.148934027208205,4.00944527899531e-14,2.28549044321028e-13,"2651"
"TMEM161B",381.976549217915,1.10457426154853,0.148286891124599,4.06595142388925e-14,2.31585269381393e-13,"153396"
"KIF15",99.4826438229247,1.56958163424198,0.212102983640265,4.31387626407676e-14,2.44990222490612e-13,"56992"
"AK095546",147.868533957387,1.44178675070135,0.1943855683155,4.35609110486781e-14,2.47322120928826e-13,NA
"TCRVB",283.253489969198,2.60995315561144,0.361760097865021,4.39885753924832e-14,2.49551915401559e-13,NA
"CTSK",5188.19324550652,1.1827897697007,0.159817447138132,4.5958185749894e-14,2.6031231373612e-13,"1513"
"C3orf14",149.889345591843,1.4007546038703,0.191972540945691,4.79748656360247e-14,2.71376430503277e-13,NA
"IGHE",47.7837110966349,5.99247173316214,0.849541695050719,4.79984358344525e-14,2.71438120116048e-13,"3497"
"LBP",625.723439987845,3.18854015992929,0.447751212074307,4.86083947758799e-14,2.74525355792209e-13,"3929"
"MPZL3",32.7707476595925,1.84401334277474,0.251423573948186,4.93195938174401e-14,2.78248711315924e-13,"196264"
"PTTG1",96.9926390828497,1.77552685594906,0.246730306509376,4.96109116155179e-14,2.79671401540083e-13,"9232"
"TEX30",89.469733185256,1.15724444381146,0.15569813333237,4.98292991133846e-14,2.80828653141512e-13,"93081"
"SLC8A1",2775.63060875957,1.18199292297692,0.159991486914216,5.07549658575727e-14,2.85820069160629e-13,"6546"
"NUSAP1",200.887692554496,1.93680276772491,0.269168230519757,5.12809119698297e-14,2.88630195968845e-13,"51203"
"IL7",109.787114575865,1.4922136698541,0.205139799221617,5.33385865952294e-14,2.99739361954785e-13,"3574"
"CD27",178.016137789664,3.28149406828373,0.463337810588639,5.58944678279424e-14,3.13198987962429e-13,"939"
"C1orf162",504.890448871735,1.60338725493594,0.219836869386063,6.07169484290209e-14,3.39487184508035e-13,"128346"
"GPR160",161.898454816488,1.55928486492089,0.213510176743419,6.12580471519707e-14,3.42268958448433e-13,"26996"
"RAB32",537.492152777873,1.01530240806084,0.137556590982192,6.17936550821028e-14,3.45081659555682e-13,"10981"
"PLA2G7",69.4483714754904,3.07641200571727,0.435378552914091,6.25812889603539e-14,3.49389102966206e-13,"7941"
"VRK1",266.956201899892,1.1308390614974,0.153530526050075,6.27842748184167e-14,3.50431083901855e-13,"7443"
"ST6GAL1",2541.56049845014,1.53840562132744,0.210890018563106,6.31191410667266e-14,3.52208422411651e-13,"6480"
"AJ004954",20.6534237101197,3.66153265935015,0.507817995407012,6.36615938379921e-14,3.55142878898929e-13,NA
"CD96",264.862663611785,2.28152819560652,0.31822850029028,6.53932766167725e-14,3.64423842362788e-13,"10225"
"IFNAR2",738.901959374673,1.02060945380086,0.138273553689135,6.75433342180805e-14,3.75916978004705e-13,"3455"
"TOX",121.274317502952,2.25620463284228,0.31537560226612,6.79578051545798e-14,3.78027417045967e-13,"9760"
"ZFP69B",67.7638303820906,1.15084356847357,0.154857028191947,6.8730042600687e-14,3.82124773815959e-13,"65243"
"CD274",250.290217400267,2.22096133050389,0.308586255085126,6.94894769666241e-14,3.86146735759827e-13,"29126"
"PPIL3",305.816088063365,1.11882408898777,0.151365738581644,7.31072729845746e-14,4.05619513817858e-13,"53938"
"NDC80",97.3350395600052,1.73305915144051,0.238616033742565,7.32708391736754e-14,4.06421815737418e-13,"10403"
"HIST1H2AJ",171.436633491712,2.75321522188659,0.396302074359239,7.4293915124503e-14,4.11883466855529e-13,NA
"CCR5",505.547737699188,2.23732475533357,0.31230394421112,7.51718332114467e-14,4.16319871116521e-13,"1234"
"PTPRO",622.566302649372,1.71575688983765,0.23650459757446,7.67630459950117e-14,4.24146007943049e-13,"5800"
"MS4A7",3908.68953903376,1.29255386009063,0.176761243610326,7.74719352036994e-14,4.27842305390593e-13,"58475"
"RP11-290F5.1:ENSG00000249096",28.5875353461861,3.99778211344062,0.564176740251545,7.85577948066445e-14,4.33615559127173e-13,NA
"EMB",4549.75225482239,1.35671239972778,0.186001733202325,8.07065251801374e-14,4.45361213745079e-13,"133418"
"IKZF1",1436.76567236909,1.5684175044917,0.20854742733253,8.36350873277425e-14,4.60691551450914e-13,"10320"
"CXCR2P1",43.6573564126361,3.56100232556959,0.598699015813226,8.37218943712774e-14,4.61051223550768e-13,"3580"
"SS18L2",172.063622997238,1.16593632861385,0.160464041362813,8.76079096049499e-14,4.80968321353199e-13,"51188"
"USP15",3221.56144484589,1.03487665562399,0.141016410830622,9.68563756889304e-14,5.29842445161012e-13,"9958"
"SLC2A3",2053.64160695364,1.84473766878141,0.256857551876861,9.86725164318118e-14,5.39089483732608e-13,"6515"
"HIST1H4I",126.977495175531,1.79706280168347,0.250020148575707,1.00278847531834e-13,5.47268724892216e-13,NA
"SPIB",90.7402335561246,3.66811334710374,0.522434073855999,1.01746742679378e-13,5.54895149070512e-13,"6689"
"MS4A4A",1835.59379954565,1.65213529921685,0.229413960926417,1.02394892735197e-13,5.58287900278166e-13,"51338"
"PSMB8",1085.15232612642,1.0312119102293,0.141136855471659,1.04983380270246e-13,5.71964613455052e-13,"5696"
"TPTE2",20.2393718159145,3.21931485348501,0.447429029887291,1.13434824739873e-13,6.16755098592011e-13,"93492"
"FASTKD1",435.41742067131,1.13252278625919,0.15517689674871,1.13564507628674e-13,6.17147082151463e-13,"79675"
"SDR42E1",35.956974984502,2.38987952394011,0.338686315757362,1.13538157326722e-13,6.17147082151463e-13,"93517"
"CYFIP2",529.079406721351,1.7010825479441,0.236520047592831,1.1450613453638e-13,6.2210645919347e-13,"26999"
"FCGR1C",171.499308360051,2.70198422360726,0.38105382128129,1.18088919943442e-13,6.40597271867325e-13,NA
"HENMT1",153.89877271246,1.00207528105437,0.136433773645827,1.19107134981528e-13,6.45957293537218e-13,"113802"
"MCEE",213.87475123081,1.06284342305295,0.145248493823592,1.21781170765993e-13,6.60125400361033e-13,"84693"
"DENND2D",619.358275942092,1.41543409738877,0.195935626470093,1.28367651742104e-13,6.94072623559161e-13,"79961"
"COMMD3",468.144886662349,1.02039528213421,0.140358695404719,1.41791970033463e-13,7.63689898247147e-13,"23412"
"RMI1",183.350612237483,1.06728848257619,0.147077110226446,1.4312751957653e-13,7.70186323646439e-13,"80010"
"C9orf72",1166.84010754583,1.38432541911567,0.191714017691296,1.51683647565311e-13,8.14795894302585e-13,"203228"
"NEK2",29.9317624943006,2.6351837735139,0.379749827757447,1.64716894282717e-13,8.80173820783213e-13,"4751"
"CXCL3",82.0250563478849,2.33717564360061,0.332222867519929,1.64833440940959e-13,8.80577053760614e-13,"2921"
"ARHGAP11B",50.355094346799,1.58436368306421,0.217743411213556,1.66196035388152e-13,8.87413957766382e-13,"89839"
"PIGA",349.972274805096,1.0980923563087,0.150935941510205,1.66964903268135e-13,8.91075391370998e-13,"5277"
"RTP4",128.092197005931,1.52902521204133,0.213834369428666,1.69401433841077e-13,9.0340406357696e-13,"64108"
"AK025793",354.411062604979,1.13871814703909,0.154431038886411,1.6955601978444e-13,9.0400352538306e-13,NA
"CD226",294.571379576878,1.91213490878172,0.274541186642156,1.70265786462562e-13,9.07110763423337e-13,"10666"
"GMFG",663.600148402853,1.25259686158367,0.174198147024579,1.72107631151801e-13,9.16695541370912e-13,"9535"
"GPR174",106.607726757448,2.67240414321707,0.381137732205464,1.83580446479834e-13,9.75137474449139e-13,"84636"
"E2F7",30.6560119559839,2.2809703020704,0.323458705747761,1.85188786161915e-13,9.82706425800528e-13,"144455"
"WARS",3638.31682171426,1.62142824571017,0.227307056178367,1.85572591140967e-13,9.84499343050579e-13,NA
"MGC12916",31.9341732083689,3.01922328794161,0.426225077882651,1.99471095465589e-13,1.05562073805283e-12,"84815"
"KIF4A",128.139825470897,1.5503669517331,0.215933333517992,2.06058556384626e-13,1.08967506513488e-12,"24137"
"PIGK",1359.72378735943,1.06698149967646,0.147572695807782,2.11945478905514e-13,1.12014275873366e-12,"10026"
"GPR89C",209.050390487389,1.16581691798526,0.160637767947809,2.19485247728e-13,1.15582980701578e-12,NA
"GCA",719.531738727848,1.20364888399097,0.167234674997108,2.22394178861292e-13,1.16971151792247e-12,"25801"
"CLEC2D",932.447149608177,1.53079709146382,0.214660032977037,2.28926161601806e-13,1.20229708934367e-12,"29121"
"CD200R1",340.440037120199,1.35437109912248,0.188588325777256,2.29827870603937e-13,1.20644152599906e-12,"131450"
"IFIT1B",23.1275040761428,5.5542695409674,0.839807943580984,2.32746000656372e-13,1.22086270975722e-12,"439996"
"ETNK1",2200.2480488787,1.01557502177683,0.135866108237579,2.77538453338568e-13,1.44240583666478e-12,"55500"
"PTGS2",187.977231569567,2.00493327057717,0.291798481426027,2.77479843724756e-13,1.44240583666478e-12,"5743"
"PGM3",2070.18370704429,1.00788818097643,0.13517632863347,2.78162519899243e-13,1.44494844619498e-12,"5238"
"RMDN2",261.846097079965,1.1329772414825,0.15683052980116,2.81578376973717e-13,1.46198385505758e-12,"151393"
"CENPF",670.687037508055,1.66637880362189,0.236297285307707,2.86801898585764e-13,1.48802350336206e-12,"1063"
"CENPA",17.6786833576271,2.24421725261607,0.321455370794131,2.88276499757421e-13,1.49531225055683e-12,"1058"
"NGLY1",722.302670810292,1.00994974894823,0.140062987436123,2.88705612173688e-13,1.49717575265392e-12,"55768"
"AL832891",394.453991359868,2.43736502465676,0.349459712348145,2.89340235524895e-13,1.50010383841439e-12,NA
"LY75-CD302",651.220553798878,2.23635776012903,0.319877620799256,2.90047921525481e-13,1.50340921452374e-12,"100526664"
"CST7",93.4439734397602,2.2131063311099,0.317795836431335,2.97466927836088e-13,1.54037416388279e-12,"8530"
"ARHGAP15",632.454278783213,1.57919895739344,0.22335742434421,3.03315392699156e-13,1.56952168317746e-12,"55843"
"AF086132",87.3679144358854,1.14394946808024,0.158156261275649,3.06320563811987e-13,1.58430710525635e-12,NA
"SIDT1",119.226438321766,1.84184075454274,0.261516685386424,3.1537987910836e-13,1.62958942838223e-12,"54847"
"TRAC",198.11631331385,2.58553691942428,0.372663496120541,3.23025577265932e-13,1.66748728264468e-12,"28755"
"KRT1",109.324122488718,6.09665601685319,0.653052966877926,3.24449287184054e-13,1.67443331861686e-12,"3848"
"CCL2",1153.473724767,1.87373216440326,0.267690807481203,3.25577620716288e-13,1.67944768828212e-12,"6347"
"CHEK1",124.166772230985,1.22319027626471,0.17353651281593,3.31691055294962e-13,1.70933743403148e-12,"1111"
"AK021537",81.0853795110341,1.74670373211301,0.245842287875104,3.47031332329912e-13,1.78367447142134e-12,NA
"MSR1",7009.52624687015,1.67534899767147,0.238258067759501,3.51720320710775e-13,1.80560997216624e-12,"4481"
"STAP1",59.3816087173668,3.00903494938041,0.43576054500053,3.54314341835706e-13,1.81718575940768e-12,"26228"
"RNASE2",73.8989098719113,2.65457486395989,0.377669046001923,3.56065065462765e-13,1.82572788231183e-12,"6036"
"RPL26L1",171.375376798456,1.12250282487697,0.15939323802768,3.67585465160631e-13,1.8811984896819e-12,"51121"
"UCHL3",289.711050540294,1.10486589072333,0.154687493369567,3.75171661524627e-13,1.91773294096288e-12,"7347"
"MARCH7",3090.31459822726,1.01388202955915,0.134893825954048,3.75822938520328e-13,1.92060396788417e-12,NA
"CTD-2306M10.1:ENSG00000270107",25.6653751991835,2.4257438013948,0.352583757283806,3.7907820589359e-13,1.93677787530806e-12,NA
"PTGFR",2433.15643838092,1.63970074093096,0.233383835662175,3.85508654849293e-13,1.96869359051344e-12,"5737"
"ARHGAP18",3329.76448673092,1.08059448045805,0.151449219449932,3.89400111630617e-13,1.98572747860553e-12,"93663"
"ARL4C",1344.7770228708,1.62602154643083,0.231495495302612,3.94540491015848e-13,2.0105055501528e-12,"10123"
"GPR114",64.1215594487335,3.21365333725265,0.468829182829236,3.9633812815299e-13,2.01918590461209e-12,NA
"LACTB",642.375954628617,1.15998319510709,0.162989561099423,4.03196223849106e-13,2.04974019586288e-12,"114294"
"FCGR3A",9609.41328541223,2.10171640961008,0.302903775977119,4.15558330841724e-13,2.10758677352832e-12,"2214"
"XCL1",14.2575622720536,2.80236875698415,0.401047212202615,4.20051007832944e-13,2.12795710454702e-12,"6375"
"CXCL1",311.227468820231,2.69990887209107,0.393363469365791,4.29043075037255e-13,2.17135306429126e-12,"2919"
"CD69",243.726524106119,2.42161765327097,0.358637707639631,4.35545537511399e-13,2.20322103032377e-12,"969"
"C10orf131",27.6148800130435,1.43822727868831,0.200333831411223,4.50913890076871e-13,2.27827378736859e-12,NA
"RP11-214O1.3:ENSG00000266378",18.8560278494699,2.70650431969012,0.383637815482937,4.6576561899661e-13,2.35054262113359e-12,NA
